aya_id,page,x,y
1158,172,162,591
1159,172,35,633
1160,173,37,84
1161,173,151,211
1162,173,317,296
1163,173,393,339
1164,173,109,382
1165,173,197,554
1166,173,123,596
1167,173,36,641
1168,174,34,123
1169,174,155,209
1170,174,179,250
1171,174,140,293
1172,174,301,335
1173,174,273,377
1174,174,254,460
1175,174,169,465
1176,174,159,508
1177,174,32,637
1178,175,182,120
1179,175,33,250
1180,175,274,333
1181,175,392,375
1182,175,34,378
1183,175,251,461
1184,175,284,547
1185,175,36,634
1186,176,32,36
1187,176,257,120
1188,176,123,164
1189,176,164,206
1190,176,70,250
1191,176,268,334
1192,176,307,377
1193,176,192,464
1194,176,126,508
1195,176,184,592
1196,176,34,635
1197,177,328,206
1198,177,319,292
1199,177,330,336
1200,177,157,379
1201,177,31,422
1202,177,290,507
1203,177,392,633
1204,177,30,636
1205,178,215,80
1206,178,293,166
1207,178,31,250
1208,178,132,378
1209,178,290,464
1210,178,297,507
1211,178,157,550
1212,178,32,634
1213,179,226,121
1214,179,311,162
1215,179,80,248
1216,179,321,333
1217,179,310,376
1218,179,255,418
1219,179,122,461
1220,179,290,588
1221,179,263,629
1222,179,32,632
1223,180,164,122
1224,180,392,204
1225,180,252,249
1226,180,168,336
1227,180,211,420
1228,180,272,505
1229,180,234,591
1230,180,34,635
1231,181,228,117
1232,181,169,119
1233,181,220,204
1234,181,301,332
1235,181,115,418
1236,181,154,503
1237,181,102,589
1238,181,374,629
1239,181,34,632
1240,182,55,167
1241,182,147,292
1242,182,289,380
1243,182,120,421
1244,182,67,467
1245,182,296,594
1246,182,33,638
1247,183,163,81
1248,183,124,166
1249,183,115,338
1250,183,33,424
1251,183,72,509
1252,183,31,552
1253,183,33,637
1254,184,152,80
1255,184,33,166
1256,184,34,209
1257,184,277,292
1258,184,159,336
1259,184,393,420
1260,184,36,421
1261,184,140,593
1262,184,35,635
1263,185,231,78
1264,185,168,164
1265,185,175,206
1266,185,117,334
1267,185,190,462
1268,185,132,547
1269,185,99,591
1270,185,34,635
1271,186,268,122
1272,186,103,163
1273,186,80,378
1274,186,213,463
1275,186,153,549
1276,186,33,634
1277,187,29,84
1278,187,199,166
1279,187,396,333
1280,187,201,421
1281,187,32,553
1282,187,34,638
1283,188,392,161
1284,188,307,246
1285,188,97,290
1286,188,32,335
1287,188,161,418
1288,188,105,421
1289,188,394,546
1290,188,32,635
1291,189,114,78
1292,189,394,159
1293,189,152,248
1294,189,32,335
1295,189,152,463
1296,189,332,589
1297,189,32,633
1298,190,298,76
1299,190,333,119
1300,190,76,204
1301,190,243,418
1302,190,156,547
1303,190,33,634
1304,191,335,77
1305,191,143,205
1306,191,396,374
1307,191,200,503
1308,191,35,632
1309,192,113,76
1310,192,142,161
1311,192,110,334
1312,192,299,459
1313,192,217,628
1314,192,37,634
1315,193,164,162
1316,193,32,290
1317,193,341,418
1318,193,35,635
1319,194,34,79
1320,194,172,205
1321,194,32,207
1322,194,183,293
1323,194,185,378
1324,194,227,464
1325,194,152,548
1326,194,33,634
1327,195,34,77
1328,195,394,203
1329,195,238,202
1330,195,264,289
1331,195,394,374
1332,195,58,462
1333,195,292,547
1334,195,35,634
1335,196,36,78
1336,196,281,161
1337,196,152,205
1338,196,266,291
1339,196,174,376
1340,196,79,505
1341,196,32,632
1342,197,148,77
1343,197,193,162
1344,197,163,249
1345,197,170,334
1346,197,197,418
1347,197,98,547
1348,197,31,634
1349,198,104,206
1350,198,228,376
1351,198,34,507
1352,198,39,638
1353,199,155,77
1354,199,258,291
1355,199,33,333
1356,199,394,417
1357,199,93,462
1358,199,314,548
1359,199,33,634
1360,200,175,120
1361,200,225,249
1362,200,216,292
1363,200,301,420
1364,200,79,416
1365,200,390,505
1366,200,67,548
1367,200,31,631
1368,201,282,80
1369,201,216,167
1370,201,64,211
1371,201,392,336
1372,201,32,425
1373,201,183,549
1374,201,33,639
1375,202,187,33
1376,202,111,166
1377,202,283,293
1378,202,393,376
1379,202,63,422
1380,202,100,508
1381,202,33,636
1382,203,262,160
1383,203,53,200
1384,203,358,243
1385,203,349,289
1386,203,30,332
1387,203,112,417
1388,203,230,503
1389,203,210,587
1390,203,37,632
1391,204,394,164
1392,204,213,251
1393,204,254,378
1394,204,32,421
1395,204,30,635
1396,205,262,163
1397,205,119,249
1398,205,392,377
1399,205,70,420
1400,205,170,505
1401,205,31,635
1402,206,330,162
1403,206,286,204
1404,206,31,420
1405,206,330,549
1406,206,32,633
1407,207,35,74
1408,207,393,202
1409,207,100,245
1410,207,135,332
1411,207,392,459
1412,207,269,546
1413,207,34,588
1414,208,174,80
1415,208,305,208
1416,208,305,337
1417,208,199,465
1418,208,296,595
1419,208,36,637
1420,209,146,74
1421,209,167,118
1422,209,171,204
1423,209,267,288
1424,209,92,374
1425,209,186,502
1426,209,108,498
1427,209,127,587
1428,209,37,631
1429,210,103,163
1430,210,98,247
1431,210,213,288
1432,210,227,334
1433,210,86,463
1434,210,393,589
1435,210,31,633
1436,211,389,118
1437,211,321,288
1438,211,37,377
1439,211,61,590
1440,211,29,637
1441,212,86,82
1442,212,148,208
1443,212,100,294
1444,212,34,338
1445,212,144,421
1446,212,182,549
1447,212,86,593
1448,212,33,637
1449,213,202,79
1450,213,30,164
1451,213,283,250
1452,213,256,335
1453,213,31,380
1454,213,31,463
1455,213,305,550
1456,213,87,594
1457,213,31,635
1458,214,285,77
1459,214,223,122
1460,214,271,206
1461,214,93,250
1462,214,308,334
1463,214,393,374
1464,214,28,421
1465,214,312,503
1466,214,306,547
1467,214,156,592
1468,214,34,632
1469,215,311,121
1470,215,140,166
1471,215,270,207
1472,215,399,292
1473,215,331,335
1474,215,323,419
1475,215,307,505
1476,215,38,638
1477,216,391,76
1478,216,113,80
1479,216,213,164
1480,216,120,207
1481,216,165,337
1482,216,208,420
1483,216,316,549
1484,216,297,591
1485,216,38,636
1486,217,278,163
1487,217,35,208
1488,217,393,333
1489,217,320,419
1490,217,33,465
1491,217,33,508
1492,217,319,589
1493,217,31,636
1494,218,140,36
1495,218,137,77
1496,218,276,162
1497,218,314,204
1498,218,188,291
1499,218,117,333
1500,218,75,376
1501,218,191,419
1502,218,133,504
1503,218,30,632
1504,219,256,80
1505,219,271,206
1506,219,285,249
1507,219,33,293
1508,219,238,421
1509,219,106,506
1510,219,394,590
1511,219,396,631
1512,219,31,637
1513,220,329,119
1514,220,56,165
1515,220,229,248
1516,220,28,294
1517,220,93,378
1518,220,394,459
1519,220,242,548
1520,220,173,591
1521,220,34,634
1522,221,248,123
1523,221,73,210
1524,221,28,250
1525,221,29,379
1526,221,124,422
1527,221,356,549
1528,221,82,550
1529,221,30,636
1530,222,138,81
1531,222,227,250
1532,222,29,337
1533,222,259,423
1534,222,28,464
1535,222,290,551
1536,222,29,635
1537,223,29,85
1538,223,178,165
1539,223,391,247
1540,223,93,293
1541,223,67,462
1542,223,147,588
1543,223,35,632
1544,224,379,118
1545,224,176,122
1546,224,106,165
1547,224,174,208
1548,224,260,293
1549,224,389,373
1550,224,28,380
1551,224,391,460
1552,224,394,589
1553,224,29,639
1554,225,277,121
1555,225,277,164
1556,225,287,293
1557,225,60,336
1558,225,99,380
1559,225,187,465
1560,225,32,508
1561,225,181,592
1562,225,29,636
1563,226,32,77
1564,226,339,159
1565,226,143,246
1566,226,65,290
1567,226,33,376
1568,226,277,505
1569,226,249,589
1570,226,142,628
1571,226,38,635
1572,227,30,84
1573,227,97,168
1574,227,79,254
1575,227,98,339
1576,227,178,423
1577,227,32,467
1578,227,310,593
1579,227,33,639
1580,228,158,80
1581,228,250,122
1582,228,394,205
1583,228,391,291
1584,228,202,336
1585,228,78,379
1586,228,267,463
1587,228,393,589
1588,228,33,637
1589,229,315,117
1590,229,301,200
1591,229,117,243
1592,229,78,329
1593,229,395,415
1594,229,342,458
1595,229,63,500
1596,229,137,586
1597,229,32,629
1598,230,291,77
1599,230,105,118
1600,230,32,161
1601,230,210,204
1602,230,65,247
1603,230,303,333
1604,230,394,461
1605,230,396,503
1606,230,66,502
1607,230,31,632
1608,231,174,80
1609,231,174,122
1610,231,86,249
1611,231,33,335
1612,231,322,420
1613,231,187,505
1614,231,32,635
1615,232,337,118
1616,232,296,160
1617,232,144,159
1618,232,297,246
1619,232,334,333
1620,232,109,419
1621,232,31,506
1622,232,74,548
1623,232,137,591
1624,232,36,634
1625,233,323,77
1626,233,287,120
1627,233,231,162
1628,233,29,250
1629,233,309,334
1630,233,73,378
1631,233,211,420
1632,233,168,463
1633,233,204,505
1634,233,393,589
1635,233,33,634
1636,234,30,77
1637,234,391,205
1638,234,338,246
1639,234,215,290
1640,234,287,375
1641,234,391,459
1642,234,78,461
1643,234,110,590
1644,234,33,633
1645,235,390,81
1646,235,108,125
1647,235,157,210
1648,235,179,252
1649,235,390,293
1650,235,32,339
1651,235,181,464
1652,235,258,506
1653,235,279,590
1654,235,275,632
1655,235,33,635
1656,236,147,82
1657,236,246,209
1658,236,276,251
1659,236,74,294
1660,236,249,379
